timestamp,taxi_passengers,is_anomaly
2014-07-01 00:00:00,4700,0
2014-07-01 00:30:00,4573,0
2014-07-01 01:00:00,5425,0
2014-07-01 01:30:00,5384,0
2014-07-01 02:00:00,5404,0
2014-07-01 02:30:00,6790,0
2014-07-01 03:00:00,8337,0
2014-07-01 03:30:00,8957,0
2014-07-01 04:00:00,8637,0
2014-07-01 04:30:00,9266,0
2014-07-01 05:00:00,10920,0
2014-07-01 05:30:00,12632,0
2014-07-01 06:00:00,11939,0
2014-07-01 06:30:00,14825,0
2014-07-01 07:00:00,15184,0
2014-07-01 07:30:00,16734,0
2014-07-01 08:00:00,17964,0
2014-07-01 08:30:00,19147,0
2014-07-01 09:00:00,20634,0
2014-07-01 09:30:00,21932,0
2014-07-01 10:00:00,21664,0
2014-07-01 10:30:00,23392,0
2014-07-01 11:00:00,22154,0
2014-07-01 11:30:00,23202,0
2014-07-01 12:00:00,23722,0
2014-07-01 12:30:00,22996,0
2014-07-01 13:00:00,22091,0
2014-07-01 13:30:00,21562,0
2014-07-01 14:00:00,21401,0
2014-07-01 14:30:00,21275,0
2014-07-01 15:00:00,19497,0
2014-07-01 15:30:00,19233,0
2014-07-01 16:00:00,18272,0
2014-07-01 16:30:00,17753,0
2014-07-01 17:00:00,16352,0
2014-07-01 17:30:00,15285,0
2014-07-01 18:00:00,13276,0
2014-07-01 18:30:00,12495,0
2014-07-01 19:00:00,12046,0
2014-07-01 19:30:00,11474,0
2014-07-01 20:00:00,8192,0
2014-07-01 20:30:00,9410,0
2014-07-01 21:00:00,8371,0
2014-07-01 21:30:00,7126,0
2014-07-01 22:00:00,6044,0
2014-07-01 22:30:00,5049,0
2014-07-01 23:00:00,6079,0
2014-07-01 23:30:00,6246,0
2014-07-02 00:00:00,6041,0
2014-07-02 00:30:00,5730,0
2014-07-02 01:00:00,5199,0
2014-07-02 01:30:00,4333,0
2014-07-02 02:00:00,5829,0
2014-07-02 02:30:00,7026,0
2014-07-02 03:00:00,6263,0
2014-07-02 03:30:00,8515,0
2014-07-02 04:00:00,9543,0
2014-07-02 04:30:00,10836,0
2014-07-02 05:00:00,10471,0
2014-07-02 05:30:00,12069,0
2014-07-02 06:00:00,13450,0
2014-07-02 06:30:00,14064,0
2014-07-02 07:00:00,17572,0
2014-07-02 07:30:00,16923,0
2014-07-02 08:00:00,18663,0
2014-07-02 08:30:00,19193,0
2014-07-02 09:00:00,21572,0
2014-07-02 09:30:00,22155,0
2014-07-02 10:00:00,22274,0
2014-07-02 10:30:00,20536,0
2014-07-02 11:00:00,22728,0
2014-07-02 11:30:00,23468,0
2014-07-02 12:00:00,23803,0
2014-07-02 12:30:00,22426,0
2014-07-02 13:00:00,24144,0
2014-07-02 13:30:00,21243,0
2014-07-02 14:00:00,21238,0
2014-07-02 14:30:00,21846,0
2014-07-02 15:00:00,20344,0
2014-07-02 15:30:00,21002,0
2014-07-02 16:00:00,18550,0
2014-07-02 16:30:00,16814,0
2014-07-02 17:00:00,15879,0
2014-07-02 17:30:00,14127,0
2014-07-02 18:00:00,12777,0
2014-07-02 18:30:00,13103,0
2014-07-02 19:00:00,11883,0
2014-07-02 19:30:00,11314,0
2014-07-02 20:00:00,8596,0
2014-07-02 20:30:00,9550,0
2014-07-02 21:00:00,7064,0
2014-07-02 21:30:00,7760,0
2014-07-02 22:00:00,5486,0
2014-07-02 22:30:00,4711,0
2014-07-02 23:00:00,5113,0
2014-07-02 23:30:00,5503,0
2014-07-03 00:00:00,4728,0
2014-07-03 00:30:00,4210,0
2014-07-03 01:00:00,3840,0
2014-07-03 01:30:00,4179,0
2014-07-03 02:00:00,6234,0
2014-07-03 02:30:00,7292,0
2014-07-03 03:00:00,7163,0
2014-07-03 03:30:00,7339,0
2014-07-03 04:00:00,9898,0
2014-07-03 04:30:00,9254,0
2014-07-03 05:00:00,10848,0
2014-07-03 05:30:00,13095,0
2014-07-03 06:00:00,11999,0
2014-07-03 06:30:00,15309,0
2014-07-03 07:00:00,15715,0
2014-07-03 07:30:00,17408,0
2014-07-03 08:00:00,18339,0
2014-07-03 08:30:00,19562,0
2014-07-03 09:00:00,20860,0
2014-07-03 09:30:00,20492,0
2014-07-03 10:00:00,22904,0
2014-07-03 10:30:00,22880,0
2014-07-03 11:00:00,23361,0
2014-07-03 11:30:00,23853,0
2014-07-03 12:00:00,23630,0
2014-07-03 12:30:00,23596,0
2014-07-03 13:00:00,22746,0
2014-07-03 13:30:00,21158,0
2014-07-03 14:00:00,21659,0
2014-07-03 14:30:00,20483,0
2014-07-03 15:00:00,19167,0
2014-07-03 15:30:00,19607,0
2014-07-03 16:00:00,17945,0
2014-07-03 16:30:00,16496,0
2014-07-03 17:00:00,15346,0
2014-07-03 17:30:00,15215,0
2014-07-03 18:00:00,14086,0
2014-07-03 18:30:00,13657,0
2014-07-03 19:00:00,11407,0
2014-07-03 19:30:00,11112,0
2014-07-03 20:00:00,10321,0
2014-07-03 20:30:00,9119,0
2014-07-03 21:00:00,5402,0
2014-07-03 21:30:00,7484,0
2014-07-03 22:00:00,6104,0
2014-07-03 22:30:00,5639,0
2014-07-03 23:00:00,5210,0
2014-07-03 23:30:00,4984,0
2014-07-04 00:00:00,4855,0
2014-07-04 00:30:00,4391,0
2014-07-04 01:00:00,3392,0
2014-07-04 01:30:00,5213,0
2014-07-04 02:00:00,5189,0
2014-07-04 02:30:00,7365,0
2014-07-04 03:00:00,7063,0
2014-07-04 03:30:00,8266,0
2014-07-04 04:00:00,8520,0
2014-07-04 04:30:00,9870,0
2014-07-04 05:00:00,11409,0
2014-07-04 05:30:00,11410,0
2014-07-04 06:00:00,14040,0
2014-07-04 06:30:00,14915,0
2014-07-04 07:00:00,15232,0
2014-07-04 07:30:00,15402,0
2014-07-04 08:00:00,18810,0
2014-07-04 08:30:00,19162,0
2014-07-04 09:00:00,19881,0
2014-07-04 09:30:00,20909,0
2014-07-04 10:00:00,23220,0
2014-07-04 10:30:00,22259,0
2014-07-04 11:00:00,22755,0
2014-07-04 11:30:00,21731,0
2014-07-04 12:00:00,24317,0
2014-07-04 12:30:00,23655,0
2014-07-04 13:00:00,23540,0
2014-07-04 13:30:00,22337,0
2014-07-04 14:00:00,22500,0
2014-07-04 14:30:00,21395,0
2014-07-04 15:00:00,20795,0
2014-07-04 15:30:00,19278,0
2014-07-04 16:00:00,17220,0
2014-07-04 16:30:00,18143,0
2014-07-04 17:00:00,14633,0
2014-07-04 17:30:00,14808,0
2014-07-04 18:00:00,13636,0
2014-07-04 18:30:00,11764,0
2014-07-04 19:00:00,11909,0
2014-07-04 19:30:00,10119,0
2014-07-04 20:00:00,8850,0
2014-07-04 20:30:00,8615,0
2014-07-04 21:00:00,6913,0
2014-07-04 21:30:00,7612,0
2014-07-04 22:00:00,6113,0
2014-07-04 22:30:00,4920,0
2014-07-04 23:00:00,3358,0
2014-07-04 23:30:00,3632,0
2014-07-05 00:00:00,4869,0
2014-07-05 00:30:00,4027,0
2014-07-05 01:00:00,4046,0
2014-07-05 01:30:00,5923,0
2014-07-05 02:00:00,4045,0
2014-07-05 02:30:00,5184,0
2014-07-05 03:00:00,5965,0
2014-07-05 03:30:00,7598,0
2014-07-05 04:00:00,7469,0
2014-07-05 04:30:00,8447,0
2014-07-05 05:00:00,8645,0
2014-07-05 05:30:00,11539,0
2014-07-05 06:00:00,12644,0
2014-07-05 06:30:00,12663,0
2014-07-05 07:00:00,14201,0
2014-07-05 07:30:00,14027,0
2014-07-05 08:00:00,15622,0
2014-07-05 08:30:00,17972,0
2014-07-05 09:00:00,17765,0
2014-07-05 09:30:00,20195,0
2014-07-05 10:00:00,18298,0
2014-07-05 10:30:00,19855,0
2014-07-05 11:00:00,19571,0
2014-07-05 11:30:00,20384,0
2014-07-05 12:00:00,19994,0
2014-07-05 12:30:00,19482,0
2014-07-05 13:00:00,19033,0
2014-07-05 13:30:00,21843,0
2014-07-05 14:00:00,18866,0
2014-07-05 14:30:00,16733,0
2014-07-05 15:00:00,17137,0
2014-07-05 15:30:00,17412,0
2014-07-05 16:00:00,15599,0
2014-07-05 16:30:00,16149,0
2014-07-05 17:00:00,14872,0
2014-07-05 17:30:00,12922,0
2014-07-05 18:00:00,11622,0
2014-07-05 18:30:00,10151,0
2014-07-05 19:00:00,9369,0
2014-07-05 19:30:00,7760,0
2014-07-05 20:00:00,8963,0
2014-07-05 20:30:00,8402,0
2014-07-05 21:00:00,5338,0
2014-07-05 21:30:00,4707,0
2014-07-05 22:00:00,3656,0
2014-07-05 22:30:00,3837,0
2014-07-05 23:00:00,1787,0
2014-07-05 23:30:00,3154,0
2014-07-06 00:00:00,5037,0
2014-07-06 00:30:00,3791,0
2014-07-06 01:00:00,4956,0
2014-07-06 01:30:00,4217,0
2014-07-06 02:00:00,6480,0
2014-07-06 02:30:00,5812,0
2014-07-06 03:00:00,6037,0
2014-07-06 03:30:00,9171,0
2014-07-06 04:00:00,7740,0
2014-07-06 04:30:00,7961,0
2014-07-06 05:00:00,10090,0
2014-07-06 05:30:00,10924,0
2014-07-06 06:00:00,12853,0
2014-07-06 06:30:00,12306,0
2014-07-06 07:00:00,14714,0
2014-07-06 07:30:00,15743,0
2014-07-06 08:00:00,15465,0
2014-07-06 08:30:00,17000,0
2014-07-06 09:00:00,16992,0
2014-07-06 09:30:00,20223,0
2014-07-06 10:00:00,18364,0
2014-07-06 10:30:00,19028,0
2014-07-06 11:00:00,18874,0
2014-07-06 11:30:00,19654,0
2014-07-06 12:00:00,19995,0
2014-07-06 12:30:00,20545,0
2014-07-06 13:00:00,19239,0
2014-07-06 13:30:00,19242,0
2014-07-06 14:00:00,17795,0
2014-07-06 14:30:00,17684,0
2014-07-06 15:00:00,19861,0
2014-07-06 15:30:00,17703,0
2014-07-06 16:00:00,15374,0
2014-07-06 16:30:00,13991,0
2014-07-06 17:00:00,13290,0
2014-07-06 17:30:00,13026,0
2014-07-06 18:00:00,12027,0
2014-07-06 18:30:00,10360,0
2014-07-06 19:00:00,8900,0
2014-07-06 19:30:00,10076,0
2014-07-06 20:00:00,8361,0
2014-07-06 20:30:00,6830,0
2014-07-06 21:00:00,6166,0
2014-07-06 21:30:00,5229,0
2014-07-06 22:00:00,2722,0
2014-07-06 22:30:00,4701,0
2014-07-06 23:00:00,3416,0
2014-07-06 23:30:00,3266,0
2014-07-07 00:00:00,4087,0
2014-07-07 00:30:00,5264,0
2014-07-07 01:00:00,3977,0
2014-07-07 01:30:00,4152,0
2014-07-07 02:00:00,6344,0
2014-07-07 02:30:00,7104,0
2014-07-07 03:00:00,6527,0
2014-07-07 03:30:00,8649,0
2014-07-07 04:00:00,8966,0
2014-07-07 04:30:00,10520,0
2014-07-07 05:00:00,10410,0
2014-07-07 05:30:00,13265,0
2014-07-07 06:00:00,14762,0
2014-07-07 06:30:00,15510,0
2014-07-07 07:00:00,16627,0
2014-07-07 07:30:00,14302,0
2014-07-07 08:00:00,18608,0
2014-07-07 08:30:00,19380,0
2014-07-07 09:00:00,20187,0
2014-07-07 09:30:00,20594,0
2014-07-07 10:00:00,21811,0
2014-07-07 10:30:00,22629,0
2014-07-07 11:00:00,22475,0
2014-07-07 11:30:00,22550,0
2014-07-07 12:00:00,23983,0
2014-07-07 12:30:00,22036,0
2014-07-07 13:00:00,23510,0
2014-07-07 13:30:00,22441,0
2014-07-07 14:00:00,21123,0
2014-07-07 14:30:00,20866,0
2014-07-07 15:00:00,19569,0
2014-07-07 15:30:00,19940,0
2014-07-07 16:00:00,18678,0
2014-07-07 16:30:00,16875,0
2014-07-07 17:00:00,15299,0
2014-07-07 17:30:00,15242,0
2014-07-07 18:00:00,14565,0
2014-07-07 18:30:00,12508,0
2014-07-07 19:00:00,11753,0
2014-07-07 19:30:00,9978,0
2014-07-07 20:00:00,9254,0
2014-07-07 20:30:00,7966,0
2014-07-07 21:00:00,7529,0
2014-07-07 21:30:00,5293,0
2014-07-07 22:00:00,6347,0
2014-07-07 22:30:00,5116,0
2014-07-07 23:00:00,5200,0
2014-07-07 23:30:00,4406,0
2014-07-08 00:00:00,4856,0
2014-07-08 00:30:00,3820,0
2014-07-08 01:00:00,5864,0
2014-07-08 01:30:00,3937,0
2014-07-08 02:00:00,5001,0
2014-07-08 02:30:00,6689,0
2014-07-08 03:00:00,8464,0
2014-07-08 03:30:00,8421,0
2014-07-08 04:00:00,9001,0
2014-07-08 04:30:00,9139,0
2014-07-08 05:00:00,11265,0
2014-07-08 05:30:00,12583,0
2014-07-08 06:00:00,15152,0
2014-07-08 06:30:00,15498,0
2014-07-08 07:00:00,14957,0
2014-07-08 07:30:00,18942,0
2014-07-08 08:00:00,18083,0
2014-07-08 08:30:00,18697,0
2014-07-08 09:00:00,21485,0
2014-07-08 09:30:00,21059,0
2014-07-08 10:00:00,21473,0
2014-07-08 10:30:00,22474,0
2014-07-08 11:00:00,23362,0
2014-07-08 11:30:00,23715,0
2014-07-08 12:00:00,21899,0
2014-07-08 12:30:00,24520,0
2014-07-08 13:00:00,23444,0
2014-07-08 13:30:00,21996,0
2014-07-08 14:00:00,21112,0
2014-07-08 14:30:00,20323,0
2014-07-08 15:00:00,20404,0
2014-07-08 15:30:00,18882,0
2014-07-08 16:00:00,17788,0
2014-07-08 16:30:00,17969,0
2014-07-08 17:00:00,16472,0
2014-07-08 17:30:00,14685,0
2014-07-08 18:00:00,14387,0
2014-07-08 18:30:00,13693,0
2014-07-08 19:00:00,10543,0
2014-07-08 19:30:00,9796,0
2014-07-08 20:00:00,9954,0
2014-07-08 20:30:00,8774,0
2014-07-08 21:00:00,7475,0
2014-07-08 21:30:00,7431,0
2014-07-08 22:00:00,4961,0
2014-07-08 22:30:00,4116,0
2014-07-08 23:00:00,4220,0
2014-07-08 23:30:00,4776,0
2014-07-09 00:00:00,3963,0
2014-07-09 00:30:00,4288,0
2014-07-09 01:00:00,4133,0
2014-07-09 01:30:00,4803,0
2014-07-09 02:00:00,5028,0
2014-07-09 02:30:00,6795,0
2014-07-09 03:00:00,7930,0
2014-07-09 03:30:00,7815,0
2014-07-09 04:00:00,9034,0
2014-07-09 04:30:00,9814,0
2014-07-09 05:00:00,11843,0
2014-07-09 05:30:00,12670,0
2014-07-09 06:00:00,15075,0
2014-07-09 06:30:00,14124,0
2014-07-09 07:00:00,16471,0
2014-07-09 07:30:00,17675,0
2014-07-09 08:00:00,18111,0
2014-07-09 08:30:00,19867,0
2014-07-09 09:00:00,19154,0
2014-07-09 09:30:00,22793,0
2014-07-09 10:00:00,20693,0
2014-07-09 10:30:00,23035,0
2014-07-09 11:00:00,21789,0
2014-07-09 11:30:00,23841,0
2014-07-09 12:00:00,22692,0
2014-07-09 12:30:00,23048,0
2014-07-09 13:00:00,22729,0
2014-07-09 13:30:00,23180,0
2014-07-09 14:00:00,21510,0
2014-07-09 14:30:00,18725,0
2014-07-09 15:00:00,19697,0
2014-07-09 15:30:00,19547,0
2014-07-09 16:00:00,18047,0
2014-07-09 16:30:00,17936,0
2014-07-09 17:00:00,16993,0
2014-07-09 17:30:00,14882,0
2014-07-09 18:00:00,12608,0
2014-07-09 18:30:00,13706,0
2014-07-09 19:00:00,12285,0
2014-07-09 19:30:00,10039,0
2014-07-09 20:00:00,10886,0
2014-07-09 20:30:00,7920,0
2014-07-09 21:00:00,6384,0
2014-07-09 21:30:00,6376,0
2014-07-09 22:00:00,6694,0
2014-07-09 22:30:00,4550,0
2014-07-09 23:00:00,6474,0
2014-07-09 23:30:00,3961,0
2014-07-10 00:00:00,5363,0
2014-07-10 00:30:00,5114,0
2014-07-10 01:00:00,4790,0
2014-07-10 01:30:00,6164,0
2014-07-10 02:00:00,4632,0
2014-07-10 02:30:00,7587,0
2014-07-10 03:00:00,7243,0
2014-07-10 03:30:00,7765,0
2014-07-10 04:00:00,9799,0
2014-07-10 04:30:00,11127,0
2014-07-10 05:00:00,12034,0
2014-07-10 05:30:00,14198,0
2014-07-10 06:00:00,14664,0
2014-07-10 06:30:00,16027,0
2014-07-10 07:00:00,15749,0
2014-07-10 07:30:00,17405,0
2014-07-10 08:00:00,18850,0
2014-07-10 08:30:00,19386,0
2014-07-10 09:00:00,20546,0
2014-07-10 09:30:00,21439,0
2014-07-10 10:00:00,22442,0
2014-07-10 10:30:00,22218,0
2014-07-10 11:00:00,22406,0
2014-07-10 11:30:00,22258,0
2014-07-10 12:00:00,22286,0
2014-07-10 12:30:00,23859,0
2014-07-10 13:00:00,22618,0
2014-07-10 13:30:00,22929,0
2014-07-10 14:00:00,20729,0
2014-07-10 14:30:00,19548,0
2014-07-10 15:00:00,19466,0
2014-07-10 15:30:00,20317,0
2014-07-10 16:00:00,19254,0
2014-07-10 16:30:00,17586,0
2014-07-10 17:00:00,15539,0
2014-07-10 17:30:00,14896,0
2014-07-10 18:00:00,13561,0
2014-07-10 18:30:00,12323,0
2014-07-10 19:00:00,9414,0
2014-07-10 19:30:00,9592,0
2014-07-10 20:00:00,9047,0
2014-07-10 20:30:00,9412,0
2014-07-10 21:00:00,7423,0
2014-07-10 21:30:00,7621,0
2014-07-10 22:00:00,5517,0
2014-07-10 22:30:00,5098,0
2014-07-10 23:00:00,1793,0
2014-07-10 23:30:00,5049,0
2014-07-11 00:00:00,5037,0
2014-07-11 00:30:00,6089,0
2014-07-11 01:00:00,4524,0
2014-07-11 01:30:00,5375,0
2014-07-11 02:00:00,5268,0
2014-07-11 02:30:00,5560,0
2014-07-11 03:00:00,6724,0
2014-07-11 03:30:00,7923,0
2014-07-11 04:00:00,10284,0
2014-07-11 04:30:00,10281,0
2014-07-11 05:00:00,10786,0
2014-07-11 05:30:00,12712,0
2014-07-11 06:00:00,13974,0
2014-07-11 06:30:00,14459,0
2014-07-11 07:00:00,17095,0
2014-07-11 07:30:00,15810,0
2014-07-11 08:00:00,18229,0
2014-07-11 08:30:00,19932,0
2014-07-11 09:00:00,19234,0
2014-07-11 09:30:00,21387,0
2014-07-11 10:00:00,22801,0
2014-07-11 10:30:00,22662,0
2014-07-11 11:00:00,21334,0
2014-07-11 11:30:00,22338,0
2014-07-11 12:00:00,23985,0
2014-07-11 12:30:00,23159,0
2014-07-11 13:00:00,22678,0
2014-07-11 13:30:00,22652,0
2014-07-11 14:00:00,22344,0
2014-07-11 14:30:00,20532,0
2014-07-11 15:00:00,20073,0
2014-07-11 15:30:00,19514,0
2014-07-11 16:00:00,17964,0
2014-07-11 16:30:00,17213,0
2014-07-11 17:00:00,17219,0
2014-07-11 17:30:00,14226,0
2014-07-11 18:00:00,15341,0
2014-07-11 18:30:00,14102,0
2014-07-11 19:00:00,10048,0
2014-07-11 19:30:00,10166,0
2014-07-11 20:00:00,9474,0
